   
   
tracker_position,(-18.8_168.43_0.94),(-15.0_163.65_1.0)
position_error,0.26,0.01
sim_obj_static,False,False
tracker_obj_static,False,False
is_same_status,True,True
sim_velocity,4.39,2.75
tracker_velocity,6.59,2.81
velocity_error,0.5,0.02
sim_heading,-3.04,2.98
tracker_heading,0.39,1.4
heading_error,16.52000000000001,0.5300000000000011
sim_velocity_vector,(-4.36_-0.47_0.0),(-2.71_0.45_0.0)
tracker_velocity_vector,(-6.54_-0.81_0.0),(-2.74_0.65_0.0)
velocity_heading_error,0.9099999999999966,3.9199999999999875
sim_box_width,0.76,0.38
tracker_box_width,0.81,0.48
box_width_error,0.07,0.26
sim_box_length,2.36,0.38
tracker_box_length,2.27,0.55
box_length_error,0.04,0.45
sim_box_height,1.28,1.86
tracker_box_height,1.29,1.44
box_height_error,0,0
Miss_rate,0.0
   
   
sim_type_id,vehicle.harley-davidson.low_rider,walker.pedestrian.0001
sim_id,482,514
tracker_id,6,7
sim_position,(-19.49_168.42_-0.03),(-15.28_163.69_0.95)
tracker_position,(-19.27_168.36_0.92),(-15.21_163.72_1.02)
position_error,0.23,0.08
sim_obj_static,False,False
tracker_obj_static,False,False
is_same_status,True,True
sim_velocity,4.42,2.75
tracker_velocity,6.34,2.66
velocity_error,0.43,0.03
sim_heading,-3.04,2.98
tracker_heading,0.37,3.13
heading_error,15.379999999999995,0
sim_velocity_vector,(-4.4_-0.48_0.0),(-2.71_0.45_0.0)
tracker_velocity_vector,(-6.3_-0.71_0.0),(-2.59_0.63_0.0)
velocity_heading_error,0.20000000000001705,4.239999999999981
sim_box_width,0.76,0.38
tracker_box_width,0.76,0.39
box_width_error,0.0,0.03
sim_box_length,2.36,0.38
tracker_box_length,2.23,0.55
box_length_error,0.06,0.45
sim_box_height,1.28,1.86
tracker_box_height,1.36,1.46
box_height_error,0,0
Miss_rate,0.0
   
   
sim_type_id,vehicle.harley-davidson.low_rider,walker.pedestrian.0001
sim_id,482,514
tracker_id,9,10
sim_position,(-19.93_168.37_-0.03),(-15.55_163.73_0.95)
tracker_position,(-19.79_168.28_0.92),(-15.51_163.8_1.04)
position_error,0.17,0.08
sim_obj_static,False,False
tracker_obj_static,False,False
is_same_status,True,True
sim_velocity,4.43,2.75
tracker_velocity,6.13,2.73
velocity_error,0.38,0.01
sim_heading,-3.03,2.98
tracker_heading,0.37,-2.97
heading_error,14.810000000000002,0
sim_velocity_vector,(-4.4_-0.5_-0.0),(-2.71_0.45_0.0)
tracker_velocity_vector,(-6.09_-0.68_0.0),(-2.65_0.66_0.0)
velocity_heading_error,0.10999999999998522,4.560000000000002
sim_box_width,0.76,0.38
tracker_box_width,0.63,0.35
box_width_error,0.17,0.08
sim_box_length,2.36,0.38
tracker_box_length,2.17,0.76
box_length_error,0.08,1.0
sim_box_height,1.28,1.86
tracker_box_height,1.35,1.48
box_height_error,0,0
Miss_rate,0.0
   
   
sim_type_id,vehicle.harley-davidson.low_rider,walker.pedestrian.0001
sim_id,482,514
tracker_id,10,11
sim_position,(-20.37_168.32_-0.03),(-15.82_163.78_0.95)
tracker_position,(-20.28_168.22_0.88),(-15.76_163.86_1.01)
position_error,0.13,0.1
sim_obj_static,False,False
tracker_obj_static,False,False
is_same_status,True,True
sim_velocity,4.41,2.75
tracker_velocity,5.81,2.69
velocity_error,0.32,0.02
sim_heading,-3.03,2.98
tracker_heading,0.4,0.15
heading_error,16.52000000000001,17.849999999999994
sim_velocity_vector,(-4.38_-0.51_-0.0),(-2.71_0.45_0.0)
tracker_velocity_vector,(-5.78_-0.6_0.0),(-2.62_0.65_0.0)
velocity_heading_error,0.7099999999999795,4.5
sim_box_width,0.76,0.38
tracker_box_width,0.75,0.32
box_width_error,0.01,0.16
sim_box_length,2.36,0.38
tracker_box_length,2.27,0.75
box_length_error,0.04,0.97
sim_box_height,1.28,1.86
tracker_box_height,1.41,1.51
box_height_error,0,0
Miss_rate,0.0
   
   
sim_type_id,vehicle.harley-davidson.low_rider,walker.pedestrian.0001
sim_id,482,514
tracker_id,9,10
sim_position,(-20.81_168.27_-0.03),(-16.09_163.82_0.95)
tracker_position,(-20.75_168.18_0.9),(-16.03_163.9_1.0)
position_error,0.11,0.1
sim_obj_static,False,False
tracker_obj_static,False,False
is_same_status,True,True
sim_velocity,4.38,2.75
tracker_velocity,5.48,2.68
velocity_error,0.25,0.03
sim_heading,-3.03,2.98
tracker_heading,0.06,1.07
heading_error,2.960000000000008,19.430000000000007
sim_velocity_vector,(-4.35_-0.51_0.0),(-2.71_0.45_0.0)
tracker_velocity_vector,(-5.46_-0.48_0.0),(-2.61_0.61_0.0)
velocity_heading_error,1.6699999999999875,3.719999999999999
sim_box_width,0.76,0.38
tracker_box_width,0.52,0.44
box_width_error,0.32,0.16
sim_box_length,2.36,0.38
tracker_box_length,2.28,0.6
box_length_error,0.03,0.58
sim_box_height,1.28,1.86
tracker_box_height,1.26,1.49
box_height_error,0,0
Miss_rate,0.0
   
   
sim_type_id,walker.pedestrian.0001
sim_id,514
tracker_id,12
sim_position,(-16.36_163.87_0.95)
tracker_position,(-16.28_163.91_1.03)
position_error,0.09
sim_obj_static,False
tracker_obj_static,False
is_same_status,True
sim_velocity,2.75
tracker_velocity,2.63
velocity_error,0.04
sim_heading,2.98
tracker_heading,0.5
heading_error,37.91
sim_velocity_vector,(-2.71_0.45_0.0)
tracker_velocity_vector,(-2.57_0.55_0.0)
velocity_heading_error,2.6500000000000057
sim_box_width,0.38
tracker_box_width,0.55
box_width_error,0.45
sim_box_length,0.38
tracker_box_length,0.85
box_length_error,1.24
sim_box_height,1.86
tracker_box_height,1.52
box_height_error,0
Miss_rate,0.0
   
   
sim_type_id,walker.pedestrian.0001
sim_id,514
tracker_id,8
sim_position,(-16.63_163.91_0.95)
tracker_position,(-16.55_163.92_0.99)
position_error,0.08
sim_obj_static,False
tracker_obj_static,False
is_same_status,True
sim_velocity,2.75
tracker_velocity,2.6
velocity_error,0.05
sim_heading,2.98
tracker_heading,0.46
heading_error,35.610000000000014
sim_velocity_vector,(-2.71_0.45_0.0)
tracker_velocity_vector,(-2.56_0.49_0.0)
velocity_heading_error,1.4099999999999966
sim_box_width,0.38
tracker_box_width,0.61
box_width_error,0.61
sim_box_length,0.38
tracker_box_length,0.91
box_length_error,1.39
sim_box_height,1.86
tracker_box_height,1.56
box_height_error,0
Miss_rate,0.0
   
   
sim_type_id,walker.pedestrian.0001
sim_id,514
tracker_id,10
sim_position,(-16.9_163.96_0.95)
tracker_position,(-16.79_163.92_0.99)
position_error,0.12
sim_obj_static,False
tracker_obj_static,False
is_same_status,True
sim_velocity,2.75
tracker_velocity,2.52
velocity_error,0.08
sim_heading,2.98
tracker_heading,-0.88
heading_error,41.16
sim_velocity_vector,(-2.71_0.45_0.0)
tracker_velocity_vector,(-2.49_0.44_0.0)
velocity_heading_error,0.5900000000000034
sim_box_width,0.38
tracker_box_width,0.62
box_width_error,0.63
sim_box_length,0.38
tracker_box_length,0.73
box_length_error,0.92
sim_box_height,1.86
tracker_box_height,1.5
box_height_error,0
Miss_rate,0.0
   
   
sim_type_id,walker.pedestrian.0001
sim_id,514
tracker_id,9
sim_position,(-17.17_164.0_0.95)
tracker_position,(-17.07_163.97_1.0)
position_error,0.1
sim_obj_static,False
tracker_obj_static,False
is_same_status,True
sim_velocity,2.75
tracker_velocity,2.6
velocity_error,0.05
sim_heading,2.98
tracker_heading,-1.7
heading_error,1.8600000000000136
sim_velocity_vector,(-2.71_0.45_0.0)
tracker_velocity_vector,(-2.56_0.45_0.0)
velocity_heading_error,0.539999999999992
sim_box_width,0.38
tracker_box_width,0.55
box_width_error,0.45
sim_box_length,0.38
tracker_box_length,0.56
box_length_error,0.47
sim_box_height,1.86
tracker_box_height,1.51
box_height_error,0
Miss_rate,0.0
   
   
sim_type_id,walker.pedestrian.0001
sim_id,514
tracker_id,9
sim_position,(-17.45_164.05_0.95)
tracker_position,(-17.32_164.03_1.02)
position_error,0.13
sim_obj_static,False
tracker_obj_static,False
is_same_status,True
sim_velocity,2.75
tracker_velocity,2.59
velocity_error,0.06
sim_heading,2.98
tracker_heading,-0.6
heading_error,25.120000000000005
sim_velocity_vector,(-2.71_0.45_0.0)
tracker_velocity_vector,(-2.55_0.46_0.0)
velocity_heading_error,0.799999999999983
sim_box_width,0.38
tracker_box_width,0.42
box_width_error,0.11
sim_box_length,0.38
tracker_box_length,0.78
box_length_error,1.05
sim_box_height,1.86
tracker_box_height,1.53
box_height_error,0
Miss_rate,0.0
   
   
sim_type_id,walker.pedestrian.0001,walker.pedestrian.0001
sim_id,514,507
tracker_id,11,13
sim_position,(-17.72_164.09_0.95),(-12.19_162.5_1.1)
tracker_position,(-17.58_164.08_1.01),(-11.95_162.35_1.13)
position_error,0.14,0.28
sim_obj_static,False,False
tracker_obj_static,False,False
is_same_status,True,True
sim_velocity,2.75,2.34
tracker_velocity,2.58,2.94
velocity_error,0.06,0.26
sim_heading,2.98,2.92
tracker_heading,-0.72,-0.62
heading_error,31.99000000000001,22.830000000000013
sim_velocity_vector,(-2.71_0.45_0.0),(-2.29_0.52_0.0)
tracker_velocity_vector,(-2.54_0.47_0.0),(-2.87_0.65_0.0)
velocity_heading_error,1.049999999999983,0.030000000000001137
sim_box_width,0.38,0.38
tracker_box_width,0.51,0.46
box_width_error,0.34,0.21
sim_box_length,0.38,0.38
tracker_box_length,0.79,0.76
box_length_error,1.08,1.0
sim_box_height,1.86,1.86
tracker_box_height,1.51,1.5
box_height_error,0,0
Miss_rate,0.0
   
   
sim_type_id,walker.pedestrian.0001,walker.pedestrian.0001
sim_id,514,507
tracker_id,8,10
sim_position,(-17.99_164.14_0.95),(-12.42_162.55_1.1)
tracker_position,(-17.84_164.12_0.98),(-12.19_162.41_1.16)
position_error,0.15,0.27
sim_obj_static,False,False
tracker_obj_static,False,False
is_same_status,True,True
sim_velocity,2.75,2.34
tracker_velocity,2.58,3.09
velocity_error,0.06,0.32
sim_heading,2.98,2.92
tracker_heading,-0.76,-2.99
heading_error,34.28999999999999,0
sim_velocity_vector,(-2.71_0.45_0.0),(-2.29_0.52_0.0)
tracker_velocity_vector,(-2.54_0.46_0.0),(-3.02_0.66_0.0)
velocity_heading_error,0.8400000000000034,0.45999999999997954
sim_box_width,0.38,0.38
tracker_box_width,0.53,0.54
box_width_error,0.39,0.42
sim_box_length,0.38,0.38
tracker_box_length,0.57,0.6
box_length_error,0.5,0.58
sim_box_height,1.86,1.86
tracker_box_height,1.49,1.53
box_height_error,0,0
Miss_rate,0.0
   
   
sim_type_id,walker.pedestrian.0001,walker.pedestrian.0001
sim_id,514,507
tracker_id,8,10
sim_position,(-18.26_164.18_0.95),(-12.65_162.6_1.1)
tracker_position,(-18.07_164.16_0.97),(-12.36_162.46_1.14)
position_error,0.19,0.32
sim_obj_static,False,False
tracker_obj_static,False,False
is_same_status,True,True
sim_velocity,2.75,2.34
tracker_velocity,2.51,3.1
velocity_error,0.09,0.32
sim_heading,2.98,2.92
tracker_heading,-2.3,-1.86
heading_error,32.51999999999998,3.8700000000000045
sim_velocity_vector,(-2.71_0.45_0.0),(-2.29_0.52_0.0)
tracker_velocity_vector,(-2.47_0.44_0.0),(-3.02_0.69_0.0)
velocity_heading_error,0.6699999999999875,0.0800000000000125
sim_box_width,0.38,0.38
tracker_box_width,0.37,0.43
box_width_error,0.03,0.13
sim_box_length,0.38,0.38
tracker_box_length,0.48,0.57
box_length_error,0.26,0.5
sim_box_height,1.86,1.86
tracker_box_height,1.47,1.52
box_height_error,0,0
Miss_rate,0.0
   
   
sim_type_id,walker.pedestrian.0001,walker.pedestrian.0001
sim_id,514,507
tracker_id,11,13
sim_position,(-18.53_164.23_0.95),(-12.87_162.66_1.1)
tracker_position,(-18.33_164.21_1.01),(-12.69_162.51_1.11)
position_error,0.2,0.23
sim_obj_static,False,False
tracker_obj_static,False,False
is_same_status,True,True
sim_velocity,2.75,2.34
tracker_velocity,2.52,3.43
velocity_error,0.08,0.47
sim_heading,2.98,2.92
tracker_heading,-2.89,-2.72
heading_error,0,0
sim_velocity_vector,(-2.71_0.45_0.0),(-2.29_0.52_0.0)
tracker_velocity_vector,(-2.48_0.44_0.0),(-3.37_0.67_0.0)
velocity_heading_error,0.6299999999999955,1.549999999999983
sim_box_width,0.38,0.38
tracker_box_width,0.4,0.49
box_width_error,0.05,0.29
sim_box_length,0.38,0.38
tracker_box_length,0.62,0.82
box_length_error,0.63,1.16
sim_box_height,1.86,1.86
tracker_box_height,1.51,1.52
box_height_error,0,0
Miss_rate,0.0
   
   
sim_type_id,walker.pedestrian.0001,walker.pedestrian.0001
sim_id,514,507
tracker_id,11,13
sim_position,(-18.8_164.27_0.95),(-13.1_162.71_1.1)
tracker_position,(-18.58_164.23_0.99),(-12.92_162.56_1.12)
position_error,0.22,0.23
sim_obj_static,False,False
tracker_obj_static,False,False
is_same_status,True,True
sim_velocity,2.75,2.34
tracker_velocity,2.49,3.51
velocity_error,0.09,0.5
sim_heading,2.98,2.92
tracker_heading,-0.8,-2.48
heading_error,36.58000000000001,39.39999999999998
sim_velocity_vector,(-2.71_0.45_0.0),(-2.29_0.52_0.0)
tracker_velocity_vector,(-2.46_0.42_0.0),(-3.44_0.74_0.0)
velocity_heading_error,0.2599999999999909,0.6500000000000057
sim_box_width,0.38,0.38
tracker_box_width,0.54,0.64
box_width_error,0.42,0.68
sim_box_length,0.38,0.38
tracker_box_length,0.71,0.71
box_length_error,0.87,0.87
sim_box_height,1.86,1.86
tracker_box_height,1.47,1.58
box_height_error,0,0
Miss_rate,0.0
   
   
sim_type_id,walker.pedestrian.0001,walker.pedestrian.0001
sim_id,514,507
tracker_id,13,15
sim_position,(-19.07_164.32_0.95),(-13.33_162.76_1.1)
tracker_position,(-18.86_164.28_0.97),(-13.11_162.61_1.11)
position_error,0.21,0.27
sim_obj_static,False,False
tracker_obj_static,False,False
is_same_status,True,True
sim_velocity,2.75,2.34
tracker_velocity,2.57,3.5
velocity_error,0.07,0.5
sim_heading,2.98,2.92
tracker_heading,-2.01,-0.58
heading_error,15.910000000000025,20.539999999999992
sim_velocity_vector,(-2.71_0.45_0.0),(-2.29_0.52_0.0)
tracker_velocity_vector,(-2.53_0.43_0.0),(-3.4_0.82_0.0)
velocity_heading_error,0.21999999999999886,0.7700000000000102
sim_box_width,0.38,0.38
tracker_box_width,0.36,0.56
box_width_error,0.05,0.47
sim_box_length,0.38,0.38
tracker_box_length,0.49,0.6
box_length_error,0.29,0.58
sim_box_height,1.86,1.86
tracker_box_height,1.5,1.55
box_height_error,0,0
Miss_rate,0.0
   
   
sim_type_id,walker.pedestrian.0001,walker.pedestrian.0001
sim_id,514,507
tracker_id,10,12
sim_position,(-19.34_164.36_0.95),(-13.56_162.81_1.1)
tracker_position,(-19.14_164.33_0.98),(-13.3_162.72_1.1)
position_error,0.2,0.28
sim_obj_static,False,False
tracker_obj_static,False,False
is_same_status,True,True
sim_velocity,2.75,2.34
tracker_velocity,2.63,3.48
velocity_error,0.04,0.49
sim_heading,2.98,2.92
tracker_heading,-0.41,-1.83
heading_error,14.22999999999999,2.1499999999999773
sim_velocity_vector,(-2.71_0.45_0.0),(-2.29_0.52_0.0)
tracker_velocity_vector,(-2.59_0.44_0.0),(-3.3_1.11_0.0)
velocity_heading_error,0.20999999999997954,5.800000000000011
sim_box_width,0.38,0.38
tracker_box_width,0.46,0.44
box_width_error,0.21,0.16
sim_box_length,0.38,0.38
tracker_box_length,0.55,0.52
box_length_error,0.45,0.37
sim_box_height,1.86,1.86
tracker_box_height,1.49,1.54
box_height_error,0,0
Miss_rate,0.0
   
   
sim_type_id,walker.pedestrian.0001,walker.pedestrian.0001
sim_id,514,507
tracker_id,12,14
sim_position,(-19.61_164.41_0.95),(-13.79_162.86_1.1)
tracker_position,(-19.4_164.36_1.0),(-13.59_162.84_1.12)
position_error,0.22,0.2
sim_obj_static,False,False
tracker_obj_static,False,False
is_same_status,True,True
sim_velocity,2.75,2.34
tracker_velocity,2.6,3.75
velocity_error,0.05,0.6
sim_heading,2.98,2.92
tracker_heading,-0.45,-0.69
heading_error,16.52000000000001,26.840000000000003
sim_velocity_vector,(-2.71_0.45_0.0),(-2.29_0.52_0.0)
tracker_velocity_vector,(-2.57_0.43_0.0),(-3.47_1.41_0.0)
velocity_heading_error,0.06999999999999318,9.320000000000022
sim_box_width,0.38,0.38
tracker_box_width,0.43,0.42
box_width_error,0.13,0.11
sim_box_length,0.38,0.38
tracker_box_length,0.58,0.72
box_length_error,0.53,0.89
sim_box_height,1.86,1.86
tracker_box_height,1.51,1.56
box_height_error,0,0
Miss_rate,0.0
   
   
sim_type_id,walker.pedestrian.0001,walker.pedestrian.0001,vehicle.harley-davidson.low_rider
sim_id,514,507,480
tracker_id,5,7,8
sim_position,(-19.88_164.45_0.95),(-14.02_162.92_1.1),(-12.09_169.07_-0.03)
tracker_position,(-19.69_164.41_0.98),(-13.79_162.94_1.09),(-11.64_169.08_0.9)
position_error,0.19,0.23,0.45
sim_obj_static,False,False,False
tracker_obj_static,False,False,False
is_same_status,True,True,True
sim_velocity,2.75,2.34,4.34
tracker_velocity,2.68,3.74,5.8
velocity_error,0.03,0.6,0.34
sim_heading,2.98,2.92,-3.08
tracker_heading,-0.74,0.1,-0.31
heading_error,33.139999999999986,18.430000000000007,21.289999999999992
sim_velocity_vector,(-2.71_0.45_0.0),(-2.29_0.52_0.0),(-4.33_-0.29_-0.0)
tracker_velocity_vector,(-2.64_0.44_0.0),(-3.39_1.57_0.0),(-5.8_-0.23_0.0)
velocity_heading_error,0.030000000000001137,12.060000000000002,1.5600000000000023
sim_box_width,0.38,0.38,0.76
tracker_box_width,0.31,0.37,0.87
box_width_error,0.18,0.03,0.14
sim_box_length,0.38,0.38,2.36
tracker_box_length,0.39,0.84,2.18
box_length_error,0.03,1.21,0.08
sim_box_height,1.86,1.86,1.28
tracker_box_height,1.49,1.59,1.37
box_height_error,0,0,0
Miss_rate,0.0
   
   
sim_type_id,walker.pedestrian.0001,walker.pedestrian.0001,vehicle.harley-davidson.low_rider
sim_id,514,507,480
tracker_id,7,9,10
sim_position,(-20.16_164.5_0.95),(-14.25_162.97_1.1),(-12.52_169.04_-0.03)
tracker_position,(-20.0_164.46_0.99),(-14.01_162.98_1.1),(-12.12_169.0_0.9)
position_error,0.16,0.24,0.4
sim_obj_static,False,False,False
tracker_obj_static,False,False,False
is_same_status,True,True,True
sim_velocity,2.75,2.34,4.44
tracker_velocity,2.77,3.61,6.05
velocity_error,0.01,0.54,0.36
sim_heading,2.98,2.92,-3.08
tracker_heading,0.66,-0.63,-0.3
heading_error,42.93000000000001,23.400000000000006,20.72
sim_velocity_vector,(-2.71_0.45_0.0),(-2.29_0.52_0.0),(-4.43_-0.3_-0.0)
tracker_velocity_vector,(-2.74_0.45_0.0),(-3.39_1.24_0.0),(-6.0_-0.82_0.0)
velocity_heading_error,0.09999999999999432,7.300000000000011,3.9099999999999966
sim_box_width,0.38,0.38,0.76
tracker_box_width,0.4,0.4,0.8
box_width_error,0.05,0.05,0.05
sim_box_length,0.38,0.38,2.36
tracker_box_length,0.52,0.61,2.17
box_length_error,0.37,0.61,0.08
sim_box_height,1.86,1.86,1.28
tracker_box_height,1.52,1.57,1.35
box_height_error,0,0,0
Miss_rate,0.0
   
   
sim_type_id,walker.pedestrian.0001,vehicle.harley-davidson.low_rider
sim_id,507,480
tracker_id,11,12
sim_position,(-14.47_163.02_1.1),(-12.97_169.01_-0.03)
tracker_position,(-14.26_162.99_1.11),(-12.49_168.98_0.89)
position_error,0.21,0.48
sim_obj_static,False,False
tracker_obj_static,False,False
is_same_status,True,True
sim_velocity,2.34,4.5
tracker_velocity,3.38,6.11
velocity_error,0.44,0.36
sim_heading,2.92,-3.07
tracker_heading,-2.12,-0.2
heading_error,18.769999999999982,15.560000000000002
sim_velocity_vector,(-2.29_0.52_0.0),(-4.49_-0.32_-0.0)
tracker_velocity_vector,(-3.29_0.75_0.0),(-6.07_-0.74_0.0)
velocity_heading_error,0.05000000000001137,2.869999999999976
sim_box_width,0.38,0.76
tracker_box_width,0.39,0.67
box_width_error,0.03,0.12
sim_box_length,0.38,2.36
tracker_box_length,0.6,2.22
box_length_error,0.58,0.06
sim_box_height,1.86,1.28
tracker_box_height,1.62,1.34
box_height_error,0,0
Miss_rate,0.0
   
   
sim_type_id,walker.pedestrian.0001,vehicle.harley-davidson.low_rider
sim_id,507,480
tracker_id,11,12
sim_position,(-14.7_163.07_1.1),(-13.42_168.98_-0.03)
tracker_position,(-14.58_163.02_1.11),(-13.07_168.96_0.91)
position_error,0.13,0.35
sim_obj_static,False,False
tracker_obj_static,False,False
is_same_status,True,True
sim_velocity,2.34,4.46
tracker_velocity,3.38,6.42
velocity_error,0.44,0.44
sim_heading,2.92,-3.07
tracker_heading,-0.29,0.05
heading_error,3.9199999999999875,1.240000000000009
sim_velocity_vector,(-2.29_0.52_0.0),(-4.45_-0.32_0.0)
tracker_velocity_vector,(-3.32_0.61_0.0),(-6.4_-0.52_0.0)
velocity_heading_error,2.3799999999999955,0.539999999999992
sim_box_width,0.38,0.76
tracker_box_width,0.58,0.62
box_width_error,0.53,0.18
sim_box_length,0.38,2.36
tracker_box_length,1.01,2.28
box_length_error,1.66,0.03
sim_box_height,1.86,1.28
tracker_box_height,1.6,1.34
box_height_error,0,0
Miss_rate,0.0
   
   
sim_type_id,walker.pedestrian.0001,vehicle.harley-davidson.low_rider
sim_id,507,480
tracker_id,9,10
sim_position,(-14.93_163.12_1.1),(-13.86_168.95_-0.03)
tracker_position,(-14.8_163.04_1.12),(-13.65_168.92_0.91)
position_error,0.15,0.21
sim_obj_static,False,False
tracker_obj_static,False,False
is_same_status,True,True
sim_velocity,2.34,4.39
tracker_velocity,2.74,6.47
velocity_error,0.17,0.47
sim_heading,2.92,-3.07
tracker_heading,-0.75,0.07
heading_error,30.28,0.09000000000000341
sim_velocity_vector,(-2.29_0.52_0.0),(-4.38_-0.34_0.0)
tracker_velocity_vector,(-2.7_0.47_0.0),(-6.46_-0.36_0.0)
velocity_heading_error,2.9199999999999875,1.25
sim_box_width,0.38,0.76
tracker_box_width,0.7,0.59
box_width_error,0.84,0.22
sim_box_length,0.38,2.36
tracker_box_length,0.76,2.25
box_length_error,1.0,0.05
sim_box_height,1.86,1.28
tracker_box_height,1.58,1.33
box_height_error,0,0
Miss_rate,0.0
   
   
sim_type_id,walker.pedestrian.0001,vehicle.harley-davidson.low_rider
sim_id,507,480
tracker_id,12,13
sim_position,(-15.16_163.17_1.1),(-14.3_168.91_-0.03)
tracker_position,(-15.03_163.09_1.1),(-14.2_168.88_0.92)
position_error,0.15,0.1
sim_obj_static,False,False
tracker_obj_static,False,False
is_same_status,True,True
sim_velocity,2.34,4.38
tracker_velocity,2.37,6.27
velocity_error,0.01,0.43
sim_heading,2.92,-3.07
tracker_heading,-1.12,0.06
heading_error,38.53,0.6599999999999966
sim_velocity_vector,(-2.29_0.52_0.0),(-4.36_-0.35_0.0)
tracker_velocity_vector,(-2.32_0.44_0.0),(-6.26_-0.39_0.0)
velocity_heading_error,2.049999999999983,1.0300000000000011
sim_box_width,0.38,0.76
tracker_box_width,0.54,0.61
box_width_error,0.42,0.2
sim_box_length,0.38,2.36
tracker_box_length,0.66,2.31
box_length_error,0.74,0.02
sim_box_height,1.86,1.28
tracker_box_height,1.57,1.26
box_height_error,0,0
Miss_rate,0.0
   
   
sim_type_id,walker.pedestrian.0001,vehicle.harley-davidson.low_rider
sim_id,507,480
tracker_id,12,13
sim_position,(-15.39_163.23_1.08),(-14.73_168.88_-0.03)
tracker_position,(-15.24_163.19_1.1),(-14.64_168.86_0.91)
position_error,0.16,0.09
sim_obj_static,False,False
tracker_obj_static,False,False
is_same_status,True,True
sim_velocity,2.34,4.36
tracker_velocity,2.08,5.71
velocity_error,0.11,0.31
sim_heading,2.92,-3.06
tracker_heading,-1.35,0.25
heading_error,25.349999999999994,9.650000000000006
sim_velocity_vector,(-2.29_0.52_0.0),(-4.35_-0.35_-0.0)
tracker_velocity_vector,(-2.01_0.54_0.0),(-5.71_-0.31_0.0)
velocity_heading_error,2.25,1.4899999999999807
sim_box_width,0.38,0.76
tracker_box_width,0.42,0.66
box_width_error,0.11,0.13
sim_box_length,0.38,2.36
tracker_box_length,0.59,2.25
box_length_error,0.55,0.05
sim_box_height,1.86,1.28
tracker_box_height,1.56,1.35
box_height_error,0,0
Miss_rate,0.0
   
   
sim_type_id,walker.pedestrian.0001,vehicle.harley-davidson.low_rider
sim_id,507,480
tracker_id,14,15
sim_position,(-15.62_163.28_1.0),(-15.17_168.84_-0.03)
tracker_position,(-15.52_163.28_1.09),(-15.1_168.81_0.9)
position_error,0.1,0.08
sim_obj_static,False,False
tracker_obj_static,False,False
is_same_status,True,True
sim_velocity,2.34,4.35
tracker_velocity,2.2,5.42
velocity_error,0.06,0.25
sim_heading,2.92,-3.06
tracker_heading,-0.64,0.29
heading_error,23.97,11.939999999999998
sim_velocity_vector,(-2.29_0.52_0.0),(-4.34_-0.36_0.0)
tracker_velocity_vector,(-2.12_0.6_0.0),(-5.41_-0.38_0.0)
velocity_heading_error,3.0100000000000193,0.7199999999999989
sim_box_width,0.38,0.76
tracker_box_width,0.4,0.67
box_width_error,0.05,0.12
sim_box_length,0.38,2.36
tracker_box_length,0.81,2.26
box_length_error,1.13,0.04
sim_box_height,1.86,1.28
tracker_box_height,1.54,1.35
box_height_error,0,0
Miss_rate,0.0
